mal_id,title,title_english,type,episodes,score,genres,synopsis,year,themes,studios,image_url
42966,Zhan Shuang Panini,Panini: Gray Raven,ONA,12.0,6.63,Action | Comedy,"Based on the video game ""Punishing: Gray Raven.""",,Unknown,Big Firebird Culture,https://myanimelist.net/images/anime/1045/109449.jpg
42969,Menghuan Shuyuan 4th Season,,ONA,14.0,,Comedy | Fantasy,Fourth season of Menghuan Shuyuan.,,Unknown,Painting Dream,https://myanimelist.net/images/anime/1346/109452.jpg
42976,Biohazard: Infinite Darkness,Resident Evil: Infinite Darkness,ONA,4.0,6.26,Action | Horror | Sci-Fi,Federal Agent Leon S. Kennedy teams up with TerraSave staff member Claire Redfield to investigate a zombie outbreak. (Source: Apple TV),,Unknown,TMS Entertainment | Quebico,https://myanimelist.net/images/anime/1691/152501.jpg
42981,Idolls!,,TV,10.0,5.23,Unknown,"Despite performing as an idol group for three years, Idolls! has failed to make its mark on the entertainment world, only boasting a meager three fans. While the girls are venting their frustrations, a small wooden statue in their room suddenly starts speaking to them and convinces them to book a venue that seats one hundred fans. The only problem is that their performance is in just nine days! Now in a race against time, the girls must prove themselves worthy of stardom or face the harsh reality of failure. [Written by MAL Rewrite]",2021.0,Idols (Female) | Music,Shin-Ei Animation,https://myanimelist.net/images/anime/1886/119199.jpg
42994,Jashin-chan Dropkick X,Dropkick On My Devil!! X,TV,12.0,7.45,Comedy | Supernatural,"Ever since she was summoned from Hell by the witch Yurine Hanazono, Jashin-chan—a half-human, half-snake demon—has been searching for any way to go back. One of her options is to kill the one who summoned her, which is much easier said than done. Jashin-chan often finds herself getting violently beaten by Yurine after not only any failed murder attempt, but also when she is just causing mischief, destroying any hope of going back home to Hell. The demon is also terrible with money and tends to gamble all of it away at pachinko. In one of these gambling sessions, she loses the three million yen she received from Hell Financing, putting her into a lifelong debt. To avoid repaying it altogether, Jashin-chan flees to Hokkaido to try and hide for the rest of her days, but her wish of having her debts forgotten may just be a pipe dream when someone comes knocking for the money. [Written by MAL Rewrite]",2022.0,Gag Humor | Mythology,Nomad,https://myanimelist.net/images/anime/1530/124920.jpg
42998,Awajishima no Shichifukujin,Seven Lucky Gods,TV,25.0,,Comedy | Supernatural,"The story centers on the Seven Gods of Fortune in Japanese mythology as they reside on Awaji Island in Hyogo. In the shorts' story, the Seven Gods of Fortune slack in their duties in heaven, and Susanoo-no-Mikoto banishes them to Awaji Island. In order to return to the heavenly realm, they must help bring happiness to humans and rebuild their virtue. The outcast gods reluctantly grant human wishes and accumulate points in their ""god phones"" to be able to return to heaven. They aim to perform good deeds on particularly auspicious days to maximize point accumulation. Despite their best efforts at accumulating virtue, sometimes the Seven Gods of Fortune end up bringing misfortune to humans. When they fail, they lose points, further prolonging their stay on Awaji Island. (Source: ANN)",2020.0,Unknown,Unknown,https://myanimelist.net/images/anime/1860/109576.jpg
43001,Youjo Shachou,Cute Executive Officer,ONA,13.0,6.6,Comedy,"Najimu Mujina is just your average five-year-old girl—who also happens to be the CEO of Mujina company. While she leaves most of the important work to her secretary Yuki Karuizawa, she often tries to act like a CEO with her inadequate business jargon. But, although her innocent efforts can be unexpectedly kind and uplifting, it just usually adds to the troubles of those around her, such as diligent employee Mayu Warito and her fellow colleagues at Mujina Company. [Written by MAL Rewrite]",,Workplace,Project No.9,https://myanimelist.net/images/anime/1844/110500.jpg
43007,Osananajimi ga Zettai ni Makenai Love Comedy,Osamake: Romcom Where the Childhood Friend Won't Lose,TV,12.0,6.07,Comedy | Romance,"Sueharu Maru is childhood best friends with one of Hozumino High School's most popular girls, Kuroha Shida. Cute, outgoing, and affectionate, Kuroha is the perfect older sister type. She has boys constantly begging at her feet to be with her. Yet, when she confesses to Sueharu one day, he immediately rejects her; he just can't think of her in that way! Besides, he already has his sights set on his first love—school idol and renowned author Shirokusa Kachi. Sueharu believes that he has a chance with Kachi after one fateful meeting, but soon, he finds out that Kachi has a boyfriend! With his dreams now shattered, Sueharu agonizes over what could have been. That is, until Kuroha approaches him with a proposal: ""let's get revenge."" [Written by MAL Rewrite]",2021.0,Harem | School,Doga Kobo,https://myanimelist.net/images/anime/1111/113327.jpg
43196,Luotuo Xian Wu,,Movie,1.0,,Fantasy,"This animation was inspired by Aesop's Fables. It is about about a camel who thinks he is clever and shows his awkward dancing in front of other animals. (Source: https://jouz.myblog.arts.ac.uk/, edited)",,Unknown,Unknown,https://myanimelist.net/images/anime/1667/115465.jpg
43203,Huangdi Meng,,Movie,1.0,,Unknown,"This film uses the exaggerated technique of a puppet show to expose the darkness and corruption of the Kuomintang government. (Source: Douban, translated)",,Unknown,Unknown,https://myanimelist.net/images/anime/1966/118117.jpg
43204,Gundam: G no Reconguista Movie III - Uchuu kara no Isan,Gundam Reconguista in G III: Legacy from Space,Movie,1.0,6.9,Sci-Fi,"At Sankt Porto, the spaceships of the Amerian Army suddenly come under attack. The space colony nation of Towasanga has begun its ""Reconguista"" operation, whose goal is a return to Earth. As four powers from Earth and space gather at Sankt Porto, asserting their respective claims and fighting for their causes, Aida decides to head for Towasanga with Bellri and her comrades in order to seek the truth. In Towasanga, on the far side of the Moon, shocking facts will be revealed to Bellri and Aida... (Source: AllTheAnime)",,Mecha | Space,Sunrise,https://myanimelist.net/images/anime/1192/117737.jpg
43205,Gundam: G no Reconguista Movie IV - Gekitou ni Sakebu Ai,Gundam Reconguista in G IV: Love That Cries Out in Battle,Movie,1.0,7.08,Sci-Fi,The fourth film in the five-part Gundam: G no Reconguista Movie series.,,Mecha | Space,Sunrise,https://myanimelist.net/images/anime/1133/124283.jpg
43206,Gundam: G no Reconguista Movie V - Shisen wo Koete,Gundam Reconguista in G V: Beyond the Peril of Death,Movie,1.0,7.01,Sci-Fi,The fifth and final film in the five-part Gundam: G no Reconguista Movie series.,,Mecha | Space,Sunrise,https://myanimelist.net/images/anime/1876/125206.jpg
43207,Onegai Patron-sama! Episode 0,Dear My Patron,ONA,1.0,,Slice of Life,The encounter between Asahi and Ryouya.,,Unknown,TANOsim,https://myanimelist.net/images/anime/1945/109791.jpg
43212,Cai Mogu,,Movie,1.0,5.53,Unknown,"Two rabbits who are good friends go into the woods one day and find a big mushroom. Both rabbits want the mushroom, so they get into a argument about it.",,Unknown,Shanghai Animation Film Studio,https://myanimelist.net/images/anime/1964/115467.jpg
43213,Kuakou de Qingwa,,Movie,1.0,,Unknown,The story is about a proud frog who likes to boast. The frog competes with other animals and boasts about being the best at different things—even flying.,,Unknown,Shanghai Animation Film Studio,https://myanimelist.net/images/anime/1909/115651.jpg
43215,Hao Pengyou,,Movie,1.0,,Unknown,"The duckling's mother went to her mother's house and entrusted the duckling to the Mother Chicken's care. Mother Chicken's child, Xiao Hua, asks the duckling to play the ""Eagle Catches the Chicks"" game with them. Later, the two children quarreled over a bug, and Xiao Hua ignored the duckling. The story follows the two children's interactions.",,Unknown,Shanghai Animation Film Studio,https://myanimelist.net/images/anime/1903/115652.jpg
43217,Wuya Weisheme shi Hei de,,Movie,1.0,,Comedy,"A long time ago, there was a very beautiful bird with beautiful feathers and a sweet singing voice. Other birds admired her. As autumn approached, the birds were busy building nests and storing food to prepare for the winter, but she was the only one who didn't do anything and wandered in the forest. When winter came, the beautiful bird had no nest to go to and no food to eat. However, she found a bonfire and flew over to keep warm. When she began to feel complacent, her body caught on fire. She was able to put out the fire on her body, but her feathers were scorched by the fire and had turned black, and her voice became hoarse and unpleasant.",,Unknown,Shanghai Animation Film Studio,https://myanimelist.net/images/anime/1027/115653.jpg
43218,Yewai de Zaoyu,,Movie,1.0,,Unknown,"The little flower pig's food was snatched by a crow, so he follows the crow far away. However, the little pig who was left behind began crying because he couldn't find the little flower pig. The little yellow dog asks the little pig why he was crying and the little yellow dog then helps the little pig find the little flower pig.",,Unknown,Shanghai Animation Film Studio,https://myanimelist.net/images/anime/1035/115796.jpg
43219,Dongguo Xiansheng,,Movie,1.0,5.66,Unknown,A stop motion puppet animation adapting a popular Chinese fairy tale about an old man and a wolf.,,Unknown,Shanghai Animation Film Studio,https://myanimelist.net/images/anime/1839/113996.jpg
43222,Wo Zhidao,,Movie,1.0,,Unknown,"The little rabbit was playing hiding and seek with its mother, but the mother worried that the little rabbit would meet a wolf. The mother sang a song that described what a wolf looks like, and mimicked a wolf. The little replied, ""I know, I know,"" despite having never seen a wolf before. The story follows the little rabbit encountering other animals and judging them to be a wolf or not by comparing them to the description from the song.",,Unknown,Shanghai Animation Film Studio,https://myanimelist.net/images/anime/1784/115800.jpg
43224,Jizhi de Shanyang,,Movie,1.0,,Unknown,"A puppet stop motion animation adapted from a Chinese folk tale about a witty goat who hides in a cave from a tiger. The goat lies to the tiger that it is the king of the mountain and eats tigers, scaring the tiger off. The tiger meets a fox at the bottom of the mountain and tells the fox what happened. The fox laughs and says that the tiger had been tricked by a goat.",,Unknown,Shanghai Animation Film Studio,https://myanimelist.net/images/anime/1743/115832.jpg
43227,Pangsao Hui Niangjia,Mrs. Pang Visits Her Mother,Movie,1.0,,Unknown,"A careless lady goes home to see her ill mother, but she mistakenly packed a pillow as her baby and loses the pack in the way home. (Source: IMDb)",,Unknown,Shanghai Animation Film Studio,https://myanimelist.net/images/anime/1271/118078.jpg
43229,Godzilla: S.P,Godzilla Singular Point,TV,13.0,6.66,Award Winning | Mystery | Sci-Fi,"When Yun Arikawa and his partner, Haberu Katou, investigate a house rumored to be haunted, the last thing they expect is to stumble into a mystery that will soon envelop the entire planet. While measuring strange radio signals, they receive a call from Mei Kamino, a graduate student investigating the same signal and using the equipment their company previously installed. After an odd night, Yun returns to work at Ootaki Factory, a tech company that actually exists to produce Jet Jaguar—a robot that conspiracy theorist Gorou Ootaki has dreamed of creating. However, when flying dinosaur-like creatures known as Rodan are attracted to the strange radio signals, Jet Jaguar seems to be the only force capable of fighting them. As Yun and Mei investigate the Rodans' sudden appearance, more dangerous monsters begin to surface from the ocean—along with enigmatic red dust. [Written by MAL Rewrite]",2021.0,Mecha,Bones | Orange,https://myanimelist.net/images/anime/1447/114837.jpg
43233,Xiao Pengyou Men,,Movie,1.0,,Unknown,"When a little traveler chick was singing and traveling happily in the spring forest, he heard the cry of an umbrella. It turned out that the owner of the umbrella had lost it. After the chick comforted it, the two friends went on the road together. Along the way, their team gradually added a wheel that fell into pits and a ball that got stuck between branches. Because they helped each other, the four friends’ journey was filled with laughter and singing. (Source: Baidu, translated)",,Unknown,Unknown,https://myanimelist.net/images/anime/1236/118023.jpg
43253,San Mao Liu Lang Ji (TV),,TV,4.0,,Unknown,"With a big head and three hairs on top, Sanmao, a child from an ordinary family, originally had a happy childhood, but the war made him a helpless orphan. A child without parents can even bully yellow dogs and crows. In times of crisis, he was rescued by a kind-hearted old fisherman and experienced a long-lost but short-lived happiness. The good times didn't last long, the bullies stole the fruits of their labor, and the bandit soldiers brutally shot the old man to death. What will be waiting for him... The film is adapted from the comic book of the same name by the famous cartoonist Zhang Leping. (Source: v.qq)",,Unknown,Shanghai Animation Film Studio,https://myanimelist.net/images/anime/1282/118082.jpg
43264,Bu Gu Niao Jiao Chi Le,The Cuckoo Calls Too Late,Movie,1.0,,Unknown,"Spring has arrived, and the cuckoo, leading its young, flies to the mountain village as usual, calling out ""Cuckoo, cuckoo!"" to remind people to quickly sow their grain seeds. Its calls draw good-natured laughter from many animals and birds, who all say it's late this year; people have already sown the seeds, and the seedlings are already sprouting. Disbelieving, the cuckoo flies to the fields and sees the ground indeed covered in lush green. With the explanation of its old friend, the scarecrow, the cuckoo understands that people have adopted scientific farming methods, allowing for earlier planting and harvesting. Feeling useless now, the cuckoo, at the scarecrow's suggestion, teaches the young to call out ""Early planting, early harvest,"" but it always feels that this way of calling out sounds awkward. (Source: Douban, translated)",,Unknown,Shanghai Animation Film Studio,https://myanimelist.net/images/anime/1053/118055.jpg
43265,Yi Fu Tong Jin,,Movie,1.0,,Unknown,"Once upon a time the Chuang family chopped firewood for a living. Mother Tanja spent three years day and night weaving this tapestry. One day a wind storm came and the tapestry flew away. Kam Tong, one of the children, would venture off to the dangerous Tibet mountains to try to get the tapestry back. Very few have ever survived the cave. (Source: Wikipedia)",,Unknown,Shanghai Animation Film Studio,https://myanimelist.net/images/anime/1239/118056.jpg
43274,Pa Xiu De Huang Ying,,Movie,1.0,,Unknown,"A little warbler sings well, but she is too shy to sing before others. So her mother thinks out a way to help her to overcome shyness. (Source: IMDb)",,Unknown,Shanghai Animation Film Studio,https://myanimelist.net/images/anime/1900/118091.jpg
43288,Tsukiusa. Gekijou,,ONA,12.0,6.03,Comedy,Omake mini anime released after each episode of Tsukiuta. The Animation 2 on the Tsukino Production official YouTube channel.,,Unknown,Unknown,https://myanimelist.net/images/anime/1366/110166.jpg
43291,Mu Wang Zhi Wang: You Du Zhan,Great King of the Tomb: Battle in the Netherworld,ONA,26.0,6.43,Action | Adventure | Romance,"The 12th year of the Tai Calendar Luo Wuzi was ordered to build the Tomb of King Qin. Then he was given the title King of the Tomb. After building it, he became the King of the Tomb City and ruled over the Tomb of the World. Since then The tomb sect in Jianghu is in its heyday. But then, The Tomb sect is split. King of the Tombs heir, Mu Rong Shi may be a Tomb Guards Sect. The Luo family ran away, and build the Luo Family Ancestral Hall as a separate faction and is understood because of the Tomb Attackers Sect. When the Two sects meet If a subsequent generation of the Tomb Attacker Sect succeeded in getting Tomb Destruction Orders at the Nine-Locked Chain Tomb they’ll get the King’s Tomb Throne. For thousands of years both the good Sect, the Tomb Attacker Sect, and therefore, the Tomb Guards Sect very difficult to separate. To the present day, king Palace deliberately put treasure within the tomb. Tomb Guards Sect, Mu Rong Xian, to point out his loyalty he smuggled the tomb guard aga",,Historical,BUILD DREAM,https://myanimelist.net/images/anime/1114/154678.jpg
43297,Da Zhentan Fuermosi: Tao Yu Da Zhuibu,The Great Detective Sherlock Holmes: The Greatest Jail-Breaker,Movie,1.0,,Adventure | Mystery,"In the late 19th century, the Robin Hood-like thief March kept Scotland Yard busy by robbing the rich to help the poor, but Sherlock Holmes captured him at his illegitimate daughter Kitty's birthday party. Four years later, March attacked Scarface, the prison's chief thief, and escaped by scaling the wall. Holmes, knowing March had ulterior motives, allowed him to fulfill his wish before taking him to surrender. But Scarface suddenly reappeared, pointing his sword at Kitty. Holmes and Watson, to save the innocent, joined forces with the twin detectives, Lee the Gorilla and Foxy, to rescue her. A life-or-death battle unfolded amidst a sky full of fireworks… The popular Sherlock Holmes book series is brought to the big screen for the first time, combining knowledge and entertainment—a must-see for adults and children alike! (Source: Douban, translated)",,Detective | Historical,Unknown,https://myanimelist.net/images/anime/1841/118108.jpg
43299,Wonder Egg Priority,Wonder Egg Priority,TV,12.0,7.54,Drama | Supernatural | Suspense,"Following the suicide of her best and only friend, Koito Nagase, Ai Ooto is left grappling with her new reality. With nothing left to live for, she follows the instructions of a mysterious entity and gets roped into purchasing an egg, or specifically, a Wonder Egg. Upon breaking the egg in a world that materializes during her sleep, Ai is tasked with saving people from the adversities that come their way. In doing so, she believes that she has moved one step closer to saving her best friend. With this dangerous yet tempting opportunity in the palms of her hands, Ai enters a place where she must recognize the relationship between other people's demons and her own. As past trauma, unforgettable regrets, and innate fears hatch in the bizarre world of Wonder Egg Priority, a young girl discovers the different inner struggles tormenting humankind and rescues them from their worst fears. [Written by MAL Rewrite]",2021.0,Psychological,CloverWorks,https://myanimelist.net/images/anime/1079/110751.jpg
43303,Lei Su Deng: Yi Fei Chong Tian,,TV,52.0,,Unknown,"Hover Champs tells the story of some boys who compete in remote-controlled helicopters: Matthew and Zoe. Matthew is a 13-year-old boy who returns, with his mother, to the town where he was born. There he meets Zoe, a girl with great ability to drive remote-controlled helicopters. Matthew manages, on the first day, to break Zoe's record and she proposes that he form a team to compete together.",,Racing | Strategy Game,Alpha Animation,https://myanimelist.net/images/anime/1585/109681.jpg
43308,Zhi Duoduo: Jieri Jianianhua,,ONA,10.0,,Unknown,Educational anime series made by ICAC in Hong Kong.,,Educational,Unknown,https://myanimelist.net/images/anime/1626/126469.jpg
43309,Dan Zhu Chuan Shuo,Pinball Legend,TV,52.0,,Action | Fantasy,"Pinball Legend is a cartoon TV show on CCTV Shaoer Channel. It is based on five protagonists named Hai Xiaomei, Duo Jieke, Ouyang Xiaofeng, Lei Huo, and Da Li. They fight a vampire ghost named Earl using ""Holy Pinball Fighters."" There are 52 episodes, each episode running at 22 minutes long, including the opening theme and the ending theme. (Source: Wikipedia)",,Unknown,CMAY Animation,https://myanimelist.net/images/anime/1908/145468.jpg
43316,McDull: Kuaile Di Tan,,ONA,20.0,,Unknown,Educational animation about environmental protection featuring McDull.,,Anthropomorphic,Unknown,https://myanimelist.net/images/anime/1229/118122.jpg
43319,Di Di Zi Zhou Ji,,TV,20.0,,Unknown,The educational animation made by CPCE in Hong Kong to teach kids about moral values.,,Unknown,Unknown,https://myanimelist.net/images/anime/1725/118124.jpg
43325,Yuukoku no Moriarty Part 2,Moriarty the Patriot Part 2,TV,13.0,8.29,Mystery | Suspense,"Great Britain is ablaze with news of a so-called ""Lord of Crime,"" a criminal mastermind responsible for the downfall of several unruly nobles. In truth, the Lord of Crime is not an individual, but rather a group consisting of William James Moriarty and his two brothers, Louis and Albert. Together, they wish to destroy everything rotten about their current world and create a new, fair society for all. To accomplish their goal, they must commit criminal acts, which the great detective Sherlock Holmes and his partner, John H. Watson, cannot abide by. A dangerous cat and mouse game begins between the Lord of Crime and Sherlock, with each trying to outwit the other. Yet Sherlock, despite his skills, has no idea that his foe is right under his nose. Involved with both parties is a woman named Irene Adler, who is as beautiful as she is cunning. No stranger to scandal, Irene has embroiled herself in one that may be too big even for her, as the classified documents she stole could shake the ve",2021.0,Adult Cast | Historical | Organized Crime | Psychological,Production I.G,https://myanimelist.net/images/anime/1200/111522.jpg
43338,Di Kang,,Movie,1.0,,Unknown,Resistance is an animated short film co-directed by Wan Laiming and Wan Chaochen in 1935. (Source: Baidu),,Historical,Unknown,https://myanimelist.net/img/sp/icon/apple-touch-icon-256.png
43344,Hong Yunya,,Movie,1.0,,Unknown,A story about the war between communism and capitalism in China.,,Historical,Unknown,https://myanimelist.net/images/anime/1486/118129.jpg
43347,Meitounao He Bugaoxing,,Movie,1.0,,Unknown,"No-brain is a forgetful boy and Unhappiness is unhappy for everything. When others worry about their future, they really become grownups at once to make careers as they wish. But they make a series of troubles. (Source: IMDb)",,Unknown,Shanghai Animation Film Studio,https://myanimelist.net/images/anime/1321/118132.jpg
43350,Gebäude Bäude,,TV,10.0,6.21,Comedy | Sci-Fi,Final chapter of Disney's Fireball series.,2020.0,Unknown,Jinnis Animation Studios,https://myanimelist.net/images/anime/1631/112290.jpg
43353,Bear Bear Bear Kuma!,,ONA,12.0,6.57,Comedy,Mini anime for Kuma Kuma Kuma Bear released weekly on the Kadokawa Anime YouTube channel.,,Isekai,EMT Squared,https://myanimelist.net/images/anime/1584/109714.jpg
43365,Bing Shang Yu Xian,,Movie,1.0,,Unknown,"Little Bear was learning to skate for the first time. With the guidance of expert skaters Little Squirrel and Little Rabbit, he quickly mastered the forward and backward skating techniques. Later, Little Badger suggested that Little Rabbit perform a figure skating show. Little Rabbit's skillful and graceful movements stunned Little Bear, and even experts like Little Squirrel and Little Badger were full of praise. Suddenly, Little Rabbit, while leaping from the air, broke through the ice and fell into a hole. Just as Little Squirrel and Little Bear pulled Little Rabbit out of the hole, Little Bear slipped and knocked Little Squirrel back into the ice. Little Badger quickly jumped in to rescue Little Rabbit, but due to his poor swimming skills, Little Rabbit and Little Squirrel both sank to the bottom. Little Badger quickly told Little Bear to run and find help. Little Red Duck, leading the skiing competition, heard Little Bear's cries for help and immediately stopped the race. Resolutel",,Unknown,Shanghai Animation Film Studio,https://myanimelist.net/images/anime/1941/118145.jpg
43366,Ban Ye Ji Jiao,,Movie,1.0,,Unknown,"This animated puppet film is adapted from Gao Yubao's novel of the same name. In the ""old society,"" the landlord class employed a wide array of tactics to exploit the peasants, including imitating roosters' crows in the middle of the night. With the Lunar New Year approaching, landlord Zhou Paopi, in an effort to dismiss his farmhands who had toiled all year and deny them their wages, devised the cunning tactic of imitating roosters' crows. As soon as the farmhands, exhausted from a day's work, lay down, he tiptoed into the chicken coop and imitated a couple of rooster crows to induce the roosters to crow. Then, at his urging, the farmhands struggled to get up and work in the fields. Zhou Paopi calculated that the farmhands' bodies would soon tire from such torment, giving him ample excuse to fire them. However, his scheme failed.",,Unknown,Shanghai Animation Film Studio,https://myanimelist.net/images/anime/1350/118146.jpg
43385,Around the World!,,Movie,1.0,5.72,Avant Garde,Naoki Yoshibe's graduation work.,,Unknown,Unknown,https://myanimelist.net/images/anime/1188/118168.jpg
43387,Dalbitkungkwol,Lost in the Moonlight,Movie,1.0,6.12,Adventure | Fantasy,"13 year-old girl Hyunjuli participates in a children’s Korean traditional play rehearsal in Changdeokgung Palace and accidentally falls into another world – the Moonlit Palace. The Moonlit Palace is a fantasy world of mysterious spirits and gods, where a dragon or talking mushrooms are nothing out of ordinary. Meeting new friends, Mr. Squirrel and the warrior Won, Hyunjuli explores this strange yet wonderful world to find a way back home. However, due to the trick of the Blossom Lady, who tries to rule this Moonlit World, Hyunjuli and friends fall into trouble. Will Hyunjuli be able to help her new friends to save their world and return home safely? (Source: Letterboxd)",,Unknown,Unknown,https://myanimelist.net/images/anime/1639/109722.jpg
43402,Qi Guai De Bing Hao,,Movie,1.0,,Unknown,"The Cabbage Caterpillar had poisoned herself, for consuming sprayed pesticides lettuces, and she tried to sneak into the Beneficial Insects' Hospital to get treated. But soon later she got caught.",,Unknown,Shanghai Animation Film Studio,https://myanimelist.net/images/anime/1102/118182.jpg
43413,Chiyuki no Fashion Check,,ONA,9.0,5.38,Comedy,Another set of short episodes with super-deformed characters posted on the official Twitter account. Chiyuki talks about the style of a famous person and famous anime characters.,,Unknown,AQUA ARIS,https://myanimelist.net/images/anime/1231/109730.jpg
43416,Kaoru no Taisetsu na Mono,,TV,50.0,,Comedy,Spin-off of Kichikujima with super deformed characters.,2020.0,Unknown,Kachidoki Studio,https://myanimelist.net/images/anime/1352/109736.jpg
43419,Yubi no Sukima-chan,The devil between my fingers,Movie,1.0,5.18,Avant Garde,An experimental film by Tarafu Otani about hands.,,Music,Unknown,https://myanimelist.net/images/anime/1364/109737.jpg
43428,Youkina Fuukei-tachi,Wealth of Vision,Movie,1.0,,Avant Garde,An experimental film created from 3 years worth of abstract pencil drawings with the goal of being a catalyst for unveiling a new mental landscape in viewers.,,Unknown,Unknown,https://myanimelist.net/images/anime/1716/109756.jpg
43429,Matierica,,Movie,1.0,5.92,Avant Garde,"A daring film that pierces through the hearts of viewers by discarding the charming characters, interesting stories, beautiful drawings, fluid movement and pleasing music associated with anime, while remaining firmly in the medium of animation.",,Unknown,Unknown,https://myanimelist.net/images/anime/1171/113745.jpg
43430,Yamakawa Keiko-san wa Furimukanai,Metamorphous: Mountains and Streams - Ms. Yamakawa Keiko Never Looks Back,Movie,1.0,,Avant Garde,"Man often yearns of a past more innocent and pure. This film disregards that sentimentality and depicts a constant, permanent transformation of the landscape of mountains and rivers. A beautiful and intense image poem made from thousands of pencil drawings.",,Unknown,Unknown,https://myanimelist.net/images/anime/1651/109757.jpg
43431,Henkei Sakuhin Dai 5-ban: Rembrandt no Shudai ni yoru Henkei Kaitai to Saikousei,Metamorphose Works No.5,Movie,1.0,,Avant Garde,The fifth entry in Kurosaka's Henkei Sakuhin experimental short film series.,,Unknown,Unknown,https://myanimelist.net/images/anime/1131/109759.jpg
43432,Umi no Uta,Sea Roar,Movie,1.0,5.42,Avant Garde,"In a fishing village, a scrapped boat is cremated. Old fishing boats on the verge of death dream of deep-sea fish running through alleys, fishermen pulling their nets, the crying specter of a young girl... Various imagery appear and retreat like waves on a shore, inviting viewers into a daydream. This poetic film garnered critical acclaim at an international scale, starting at the Oberhausen international short film festival.",,Unknown,Unknown,https://myanimelist.net/images/anime/1128/113746.jpg
43439,Shadows House,Shadows House,TV,13.0,7.81,Fantasy | Mystery,"The Shadows, characterized by their pitch-black appearance and tendency to emit soot when agitated, are a family of nobles who reside in a colossal manor deep within the mountains far from other humans. When a Shadow child is nearly of-age, they are assigned a Living Doll who acts not only as their attendant but also as their second half—the faces they could have had if not for their complexion. Emilico is a cheerful, newly created Doll who serves a rather soft-spoken master named Kate. Despite their difference in personalities, Emilico does what she can to carry out the needs of her master. As she learns more about her role and duty, Emilico begins to meet her fellow Dolls and their respective masters and comes to know more about the purpose of her existence. ""Do not fret over trivial matters,"" says one of the rules by which all Dolls must abide. But how could the ever-curious Emilico do so in the face of the deep secrets that the Shadows House holds? [Written by MAL Rewrite]",2021.0,Unknown,CloverWorks,https://myanimelist.net/images/anime/1424/113342.jpg
43470,Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,"Science Fell in Love, So I Tried to Prove It r=1-sinθ",TV,12.0,7.3,Comedy | Romance,"Following the events of their trip to Okinawa, Saitama University graduate students Shinya Yukimura and Ayame Himuro have failed to obtain the data necessary to scientifically prove their love for each other. Unable to replicate the exact conditions of the trip, the two stubborn scientists decide to seek help from elsewhere in the university—the Biological Sciences department. Assisted by fellow graduate students and longtime couple Chris Floret and Suiu Fujiwara, Yukimura and Himuro begin to quantify their feelings by measuring their output of oxytocin in various romantic situations. The two scientists soon find that their feelings for each other are nothing compared to that of a mature couple. It is here that Chris poses a question to both Yukimura and Himuro: what will they do if their ""affection"" is proven not to be love after all? Desperate to find a scientific rationale for the discrepancy, Yukimura puts everything on the line to prove that their ""love"" is real. [Written by MA",2022.0,Adult Cast,Zero-G,https://myanimelist.net/images/anime/1109/118948.jpg
43488,Laolang Qingke,,Movie,1.0,,Unknown,"One day, the old wolf boiled a pot of chicken and was about to invite the old bear to taste it. Just after leaving the house, a fox sneaked in and ate the chicken. The fox who stole the chicken then fooled the two friends into arguing with each other.",,Unknown,Shanghai Animation Film Studio,https://myanimelist.net/images/anime/1255/115747.jpg
43489,San Zhi Lang,,Movie,1.0,,Unknown,"An old man goes to the market to sell some pork. However, on the way there, he is attacked by wolves on the mountain.",,Historical,Shanghai Animation Film Studio,https://myanimelist.net/images/anime/1526/115751.jpg
43497,Tai Lyu,Carrying the Donkey,Movie,1.0,,Unknown,"Father and son go out with a donkey. When son rides the donkey, people blame son; when father rides, people blame father; when both ride, people blame both; when both walk, people laugh at both. Finally, they carry the donkey. (Source: IMDb)",,Unknown,Shanghai Animation Film Studio,https://myanimelist.net/images/anime/1873/118246.jpg
43502,Zhen Jia Li Kui,,Movie,1.0,,Unknown,Liangshan hero Li Kui is robbed by someone under his name. (Source: IMDb),,Unknown,Shanghai Animation Film Studio,https://myanimelist.net/images/anime/1523/118251.jpg
43506,Alice Gear Aegis: Doki! Actress Darake no Mermaid Grand Prix♥,Alice Gear Aegis Expansion: Heart Pounding! Actress Packed Mermaid Grand Prix!,OVA,1.0,5.53,Unknown,Anime adaptation of the 3D smartphone shooting game Alice Gear Aegis by the developer COLOPL.,,Mecha,Nomad,https://myanimelist.net/images/anime/1039/116828.jpg
43512,Lao Hu Xue Yi,,Movie,1.0,,Unknown,"After learning skills from the cat, the tiger begins to bully other small animals and even beats the cat. But the cat escapes by climbing up a tree, because climbing is the only skill that the tiger has not learned. (Source: IMDb)",,Unknown,Unknown,https://myanimelist.net/images/anime/1052/118385.jpg
43514,Mang Nu Yu Huli,A Blind Girl and Two Foxes,Movie,1.0,,Unknown,It is a legend that baby foxes in forest can heal blind persons by licking their eyes. A blind girl looks for baby foxes for help. (Source: IMBD),,Unknown,Shanghai Animation Film Studio,https://myanimelist.net/images/anime/1631/118387.jpg
